Unannotated Annotated CDSs
RS_GCF_001902635.1 1343 3411 4754
RS_GCF_900128455.1 1918 1514 3432
RS_GCF_001831515.1 1007 1294 2301
RS_GCF_001753205.1 1231 2069 3300
RS_GCF_001880125.1 3494 3123 6617
RS_GCF_001913385.1 2522 2951 5473
RS_GCF_001932655.1 1535 3609 5144
RS_GCF_900115985.1 2238 2853 5091
RS_GCF_900111915.1 1571 1630 3201
RS_GCF_001889625.1 1247 2810 4057
RS_GCF_001937365.1 1247 1252 2499
RS_GCF_001750215.1 1633 1581 3214
RS_GCF_900129455.1 2008 2198 4206
RS_GCF_900116625.1 903 1640 2543
RS_GCF_001937445.1 1304 1336 2640
RS_GCF_001866655.1 2326 3228 5554
RS_GCF_900119625.1 928 1151 2079
RS_GCF_900100835.1 1018 1531 2549
RS_GCF_900113215.1 1860 2203 4063
RS_GCF_001746655.1 2165 2547 4712
RS_GCF_900129375.1 3461 3059 6520
RS_GCF_001857175.1 1405 2299 3704
RS_GCF_001864835.1 1770 1788 3558
RS_GCF_001913395.1 2425 2949 5374
RS_GCF_001748085.1 2070 2303 4373
RS_GCF_001895165.1 1068 1218 2286
RS_GCF_001813925.1 1059 1341 2400
RS_GCF_900104055.1 1339 1635 2974
RS_GCF_001880115.1 3552 3132 6684
RS_GCF_001937545.1 1129 1315 2444
RS_GCF_001941925.1 2440 2944 5384
RS_GCF_900116485.1 1034 1527 2561
RS_GCF_900129595.1 2911 2030 4941
RS_GCF_001907195.1 2138 1769 3907
RS_GCF_001940015.1 677 824 1501
RS_GCF_001939635.1 706 836 1542
RS_GCF_900113105.1 1483 1837 3320
RS_GCF_001746415.1 4946 3404 8350
RS_GCF_001485625.1 962 1330 2292
RS_GCF_001874545.1 945 1403 2348
RS_GCF_900142115.1 1468 1642 3110
RS_GCF_001927265.1 3222 3673 6895
RS_GCF_001922565.1 1394 2171 3565
RS_GCF_900099475.1 893 1493 2386
RS_GCF_001854655.1 3836 3031 6867
RS_GCF_001937615.1 1293 1372 2665
RS_GCF_900101295.1 1279 1382 2661
RS_GCF_900120415.1 820 962 1782
RS_GCF_001557325.1 1990 1643 3633
RS_GCF_001941975.1 2009 2598 4607
RS_GCF_001894945.1 2080 2811 4891
RS_GCF_900143005.1 4581 4188 8769
RS_GCF_001812065.1 963 1202 2165
RS_GCF_900143235.1 1301 1494 2795
RS_GCF_900101605.1 1646 1424 3070
RS_GCF_900114265.1 2033 1629 3662
RS_GCF_001179925.1 353 724 1077
RS_GCF_001811805.1 814 1284 2098
RS_GCF_001922305.1 1374 2055 3429
RS_GCF_001405015.1 1386 1817 3203
RS_GCF_001757835.1 2810 3072 5882
RS_GCF_001753705.1 2854 2535 5389
RS_GCF_001404715.1 1434 1541 2975
RS_GCF_001406595.1 1073 1323 2396
RS_GCF_900114195.1 1254 1418 2672
RS_GCF_900100365.1 2674 3295 5969
RS_GCF_001854385.1 3263 2825 6088
RS_GCF_001757105.1 1800 2422 4222
RS_GCF_001756615.1 1094 1756 2850
RS_GCF_900106545.1 1702 1600 3302
RS_GCF_001921825.1 870 1153 2023
RS_GCF_900141965.1 1522 2108 3630
RS_GCF_900129635.1 5734 2649 8383
RS_GCF_001922345.1 2916 3746 6662
RS_GCF_001787335.1 1560 1827 3387
RS_GCF_001751375.1 2928 2576 5504
RS_GCF_900111425.1 2166 1898 4064
RS_GCF_001904635.1 2463 2161 4624
RS_GCF_001858005.1 1631 1406 3037
RS_GCF_900116685.1 892 1319 2211
RS_GCF_001556715.1 1879 1620 3499
RS_GCF_900143215.1 2608 2376 4984
RS_GCF_001747385.1 2040 3184 5224
RS_GCF_900102395.1 1127 1569 2696
RS_GCF_900149295.1 1933 2592 4525
RS_GCF_900129025.1 2155 1796 3951
RS_GCF_001908925.1 2664 3422 6086
RS_GCF_001404855.1 1638 1424 3062
RS_GCF_001858265.1 2233 2300 4533
RS_GCF_001889325.1 1990 2132 4122
RS_GCF_001889505.1 1030 1436 2466
RS_GCF_900105895.1 754 907 1661
RS_GCF_001405975.1 1575 1527 3102
RS_GCF_001902575.1 496 755 1251
RS_GCF_900116835.1 1690 1605 3295
RS_GCF_001767355.1 1505 2517 4022
RS_GCF_001885735.1 964 1528 2492
RS_GCF_001885945.1 994 1568 2562
RS_GCF_900129805.1 838 1256 2094
RS_GCF_001894825.1 4026 4912 8938
RS_GCF_900120195.1 1480 1587 3067
RS_GCF_900141885.1 1609 1357 2966
RS_GCF_001586135.1 2218 2536 4754
RS_GCF_001180105.1 283 637 920
RS_GCF_001938575.1 1646 2207 3853
RS_GCF_001313125.1 7884 2325 10209
RS_GCF_900109075.1 2119 1584 3703
RS_GCF_900128485.1 951 1253 2204
RS_GCF_001735805.1 4837 3772 8609
RS_GCF_001831475.1 1441 1221 2662
RS_GCF_001866005.1 1599 2120 3719
RS_GCF_900110185.1 1834 1596 3430
RS_GCF_001749745.1 2337 2274 4611
RS_GCF_900100815.1 950 1398 2348
RS_GCF_900105795.1 2150 3253 5403
RS_GCF_001879205.1 2654 2007 4661
RS_GCF_900116045.1 1126 1286 2412
RS_GCF_001751255.1 3776 2915 6691
RS_GCF_900115395.1 2362 2331 4693
RS_GCF_001406315.1 2426 1709 4135
RS_GCF_001889045.1 1480 1233 2713
RS_GCF_900129065.1 2393 1618 4011
RS_GCF_001180225.1 377 692 1069
RS_GCF_900106965.1 2128 2540 4668
RS_GCF_900119695.1 660 1041 1701
RS_GCF_900101585.1 3311 2859 6170
RS_GCF_001865995.1 1821 1956 3777
RS_GCF_001870675.1 1507 1847 3354
RS_GCF_900108555.1 1808 1328 3136
RS_GCF_001891125.1 738 1263 2001
RS_GCF_001179985.1 339 671 1010
RS_GCF_001890925.1 1890 2245 4135
RS_GCF_001816105.1 1348 1749 3097
RS_GCF_900129185.1 1507 2591 4098
RS_GCF_001906585.1 4611 3099 7710
RS_GCF_001937605.1 1364 1365 2729
RS_GCF_900119095.1 1454 1366 2820
RS_GCF_001886455.1 1552 2117 3669
RS_GCF_900114745.1 2525 1722 4247
RS_GCF_900115095.1 4833 4532 9365
RS_GCF_001517285.1 1281 1765 3046
RS_GCF_001049955.1 1079 2412 3491
RS_GCF_001854885.1 2675 3046 5721
RS_GCF_001854205.1 4965 2491 7456
RS_GCF_001939735.1 2527 3180 5707
RS_GCF_001808185.1 1491 2056 3547
RS_GCF_900129255.1 1399 2279 3678
RS_GCF_001905755.1 4384 4032 8416
RS_GCF_900095705.1 668 982 1650
RS_GCF_001807435.1 811 1154 1965
RS_GCF_900113975.1 2670 1769 4439
RS_GCF_001180265.1 753 812 1565
RS_GCF_001940225.1 1718 1525 3243
RS_GCF_001746425.1 4206 3033 7239
RS_GCF_001939755.1 1646 2658 4304
RS_GCF_001405555.1 1651 1620 3271
RS_GCF_001816145.1 2461 1622 4083
RS_GCF_001939075.1 1503 2018 3521
RS_GCF_900110005.1 670 1135 1805
RS_GCF_001905445.1 3819 2912 6731
RS_GCF_001750115.1 1404 1877 3281
RS_GCF_900108455.1 439 884 1323
RS_GCF_001865135.1 1759 1795 3554
RS_GCF_001905905.1 3499 2910 6409
RS_GCF_001889165.1 1829 2332 4161
RS_GCF_900142525.1 2026 1389 3415
RS_GCF_900115125.1 1430 1520 2950
RS_GCF_900100795.1 2914 3659 6573
RS_GCF_900128595.1 27 359 386
RS_GCF_900128495.1 1943 1474 3417
RS_GCF_001886975.1 2026 3355 5381
RS_GCF_900116455.1 2267 2476 4743
RS_GCF_001747495.1 1272 1213 2485
RS_GCF_900115325.1 1323 1487 2810
RS_GCF_001750685.1 2526 2913 5439
RS_GCF_900105905.1 4320 5148 9468
RS_GCF_900106095.1 1658 2961 4619
RS_GCF_001854685.1 3022 3483 6505
RS_GCF_900129445.1 1876 1595 3471
RS_GCF_001832885.1 854 1184 2038
RS_GCF_001888165.1 1367 1649 3016
RS_GCF_900142625.1 1855 2077 3932
RS_GCF_900117375.1 841 1850 2691
RS_GCF_001907295.1 1175 1377 2552
RS_GCF_001746295.1 5369 4536 9905
RS_GCF_900128415.1 929 1064 1993
RS_GCF_001908375.1 3500 3543 7043
RS_GCF_900129755.1 2568 1731 4299
RS_GCF_900143245.1 1806 1439 3245
RS_GCF_900099725.1 1977 2454 4431
RS_GCF_001937195.1 1365 2369 3734
RS_GCF_001905525.1 4040 3477 7517
RS_GCF_900141665.1 1164 994 2158
RS_GCF_900141825.1 1568 1484 3052
RS_GCF_900015285.1 1330 1589 2919
RS_GCF_900142125.1 1664 1986 3650
RS_GCF_001811305.1 801 1151 1952
RS_GCF_001895885.1 1447 2566 4013
RS_GCF_900129395.1 2186 2622 4808
RS_GCF_001913155.1 2089 1622 3711
RS_GCF_001406555.1 1378 1327 2705
RS_GCF_001938945.1 2208 2634 4842
RS_GCF_001941485.1 877 1322 2199
RS_GCF_900104645.1 534 779 1313
RS_GCF_001941715.1 2006 2208 4214
RS_GCF_001513715.1 1391 718 2109
RS_GCF_001752345.1 2584 3571 6155
RS_GCF_900128885.1 732 1442 2174
RS_GCF_900141845.1 2259 2194 4453
RS_GCF_900095305.1 1322 1637 2959
RS_GCF_001404495.1 2038 1702 3740
RS_GCF_900129365.1 1032 1465 2497
RS_GCF_001870385.1 809 1360 2169
RS_GCF_001808865.1 833 1154 1987
RS_GCF_001632975.1 2577 3160 5737
RS_GCF_001854345.1 1117 2593 3710
RS_GCF_900104195.1 1270 1228 2498
RS_GCF_001839505.1 642 1052 1694
RS_GCF_001405835.1 1178 1305 2483
RS_GCF_900119055.1 2791 3193 5984
RS_GCF_001904715.1 4554 2745 7299
RS_GCF_001887285.1 1468 1740 3208
RS_GCF_900096885.1 1631 1730 3361
RS_GCF_001887185.1 2123 2927 5050
RS_GCF_900142085.1 1877 2121 3998
RS_GCF_900142135.1 2695 2530 5225
RS_GCF_900111325.1 1054 1187 2241
RS_GCF_001854405.1 1780 1696 3476
RS_GCF_001894985.1 2417 2576 4993
RS_GCF_001880225.1 696 1121 1817
RS_GCF_900148505.1 1717 2638 4355
RS_GCF_001895925.1 3305 2111 5416
RS_GCF_900142365.1 2619 3211 5830
RS_GCF_001753775.1 2589 3564 6153
RS_GCF_001180325.1 817 852 1669
RS_GCF_900142295.1 1925 2110 4035
RS_GCF_900129385.1 2216 1534 3750
RS_GCF_001886595.1 4160 3340 7500
RS_GCF_001632905.1 2644 3125 5769
RS_GCF_001938665.1 1683 2679 4362
RS_GCF_001870485.1 1191 2459 3650
RS_GCF_900129325.1 2206 2724 4930
RS_GCF_900114735.1 1135 2121 3256
RS_GCF_900116885.1 2287 1825 4112
RS_GCF_001895225.1 1802 2117 3919
RS_GCF_001854865.1 2454 2957 5411
RS_GCF_900129225.1 1103 1320 2423
RS_GCF_900142425.1 1568 1732 3300
RS_GCF_900109735.1 1310 2080 3390
RS_GCF_001808425.1 1832 2901 4733
RS_GCF_001777155.1 1752 2609 4361
RS_GCF_900104675.1 2199 1593 3792
RS_GCF_001922585.1 851 2604 3455
RS_GCF_900129475.1 1660 1329 2989
RS_GCF_001806945.1 1067 1289 2356
RS_GCF_001757465.1 1092 1373 2465
RS_GCF_900100855.1 901 1581 2482
RS_GCF_900049235.1 2712 2282 4994
RS_GCF_900143695.1 2554 2686 5240
RS_GCF_900142325.1 1926 1433 3359
RS_GCF_001839645.1 1563 2565 4128
RS_GCF_001748145.1 3189 3675 6864
RS_GCF_001894885.1 2383 2394 4777
RS_GCF_900128735.1 25 365 390
RS_GCF_001907235.1 1061 1124 2185
RS_GCF_900128865.1 1385 2276 3661
RS_GCF_001262715.1 1391 718 2109
RS_GCF_001895205.1 1151 2123 3274
RS_GCF_900119835.1 919 1231 2150
RS_GCF_900115725.1 1045 1380 2425
RS_GCF_001761405.1 717 2619 3336
RS_GCF_900099065.1 782 839 1621
RS_GCF_001404335.1 2635 2438 5073
RS_GCF_900142845.1 3209 4267 7476
RS_GCF_900119145.1 1958 1498 3456
RS_GCF_900141735.1 1559 1843 3402
RS_GCF_900148515.1 2248 1790 4038
RS_GCF_001816125.1 3039 2032 5071
RS_GCF_001906485.1 1413 1842 3255
RS_GCF_900099635.1 1254 1610 2864
RS_GCF_001878855.1 1559 1792 3351
RS_GCF_900129095.1 1579 2064 3643
RS_GCF_001758225.1 2292 2282 4574
RS_GCF_001941825.1 2941 3566 6507
RS_GCF_001812805.1 1196 1397 2593
RS_GCF_001936475.1 2373 1796 4169
RS_GCF_001854795.1 3128 3555 6683
RS_GCF_001905855.1 4428 3550 7978
RS_GCF_001866645.1 3628 2749 6377
RS_GCF_001613545.1 2396 1781 4177
RS_GCF_900104755.1 4220 3663 7883
RS_GCF_001746915.1 2811 2261 5072
RS_GCF_900129155.1 1762 2845 4607
RS_GCF_001458075.1 985 1543 2528
RS_GCF_001767395.1 1640 2367 4007
RS_GCF_900142195.1 2962 3633 6595
RS_GCF_900129485.1 1472 1959 3431
RS_GCF_900119235.1 1618 2009 3627
RS_GCF_001753425.1 3517 3185 6702
RS_GCF_900119705.1 612 834 1446
RS_GCF_900119895.1 749 1005 1754
RS_GCF_001922385.1 2435 2224 4659
RS_GCF_900142995.1 842 1432 2274
RS_GCF_001865575.1 3283 3823 7106
RS_GCF_900142785.1 2911 1756 4667
RS_GCF_900105495.1 2420 3363 5783
RS_GCF_001756855.1 1439 1580 3019
RS_GCF_001865655.1 2071 1706 3777
RS_GCF_900112965.1 5995 4479 10474
RS_GCF_001905125.1 4932 3574 8506
RS_GCF_001875665.1 924 1193 2117
RS_GCF_900142725.1 2053 2506 4559
RS_GCF_001907275.1 669 981 1650
RS_GCF_900112155.1 2331 1417 3748
RS_GCF_001884705.1 4674 3013 7687
RS_GCF_900109755.1 2131 2808 4939
RS_GCF_001809725.1 1051 1062 2113
RS_GCF_001885215.1 1510 1387 2897
RS_GCF_001908175.1 1143 1669 2812
RS_GCF_001904655.1 2425 2235 4660
RS_GCF_900130035.1 1374 1383 2757
RS_GCF_001807865.1 1547 2056 3603
RS_GCF_900142375.1 1819 2051 3870
RS_GCF_001865245.1 3776 2567 6343
RS_GCF_900106665.1 1642 1745 3387
RS_GCF_900129875.1 1958 2196 4154
RS_GCF_001906925.1 1306 1994 3300
RS_GCF_001758425.2 1748 1902 3650
RS_GCF_900115425.1 820 1278 2098
RS_GCF_001807425.1 710 1257 1967
RS_GCF_001932675.1 1914 1703 3617
RS_GCF_900109485.1 1442 3730 5172
RS_GCF_001927245.1 1952 2435 4387
RS_GCF_001885145.1 636 1339 1975
RS_GCF_900129405.1 1571 1189 2760
RS_GCF_900142235.1 1116 1478 2594
RS_GCF_900143055.1 1834 1088 2922
RS_GCF_001815685.1 887 1286 2173
RS_GCF_900129105.1 3175 1855 5030
RS_GCF_001940005.1 1568 1529 3097
RS_GCF_001866725.1 1922 2532 4454
RS_GCF_001517365.1 690 1486 2176
RS_GCF_900116805.1 1725 2036 3761
RS_GCF_001936295.1 779 495 1274
RS_GCF_900099655.1 1456 2368 3824
RS_GCF_001905385.1 3753 3440 7193
RS_GCF_900095615.1 1336 1802 3138
RS_GCF_900094765.1 3594 3580 7174
RS_GCF_900111045.1 1716 2096 3812
RS_GCF_900115335.1 1669 2403 4072
RS_GCF_001050235.1 2040 1836 3876
RS_GCF_900106035.1 3531 3424 6955
RS_GCF_900109655.1 2054 1343 3397
RS_GCF_001747405.1 1176 1370 2546
RS_GCF_900109265.1 3186 4307 7493
RS_GCF_900142215.1 2947 2718 5665
RS_GCF_900094955.1 1791 2796 4587
RS_GCF_001811625.1 738 1362 2100
RS_GCF_900094785.1 500 1048 1548
RS_GCF_001839655.1 1749 2760 4509
RS_GCF_900106755.1 2837 1890 4727
RS_GCF_001879105.1 2520 2073 4593
RS_GCF_001879645.1 666 1071 1737
RS_GCF_001563665.1 518 648 1166
RS_GCF_001895045.1 1765 2425 4190
RS_GCF_900105435.1 2170 2337 4507
RS_GCF_001758465.1 1962 2447 4409
RS_GCF_900148835.1 1464 1203 2667
RS_GCF_900115875.1 2423 1615 4038
RS_GCF_001808405.1 767 1081 1848
RS_GCF_001754075.1 1573 1630 3203
RS_GCF_900142955.1 2418 2150 4568
RS_GCF_900114165.1 1676 2432 4108
RS_GCF_001854785.1 2950 3243 6193
RS_GCF_001941625.1 3270 2749 6019
RS_GCF_001806865.1 967 1192 2159
RS_GCF_001874525.1 1724 1966 3690
RS_GCF_001895305.1 1715 2573 4288
RS_GCF_900097105.1 1521 1008 2529
RS_GCF_900129355.1 1852 1840 3692
RS_GCF_900120245.1 680 957 1637
RS_GCF_900142005.1 1380 2229 3609
RS_GCF_001404935.1 1470 1846 3316
RS_GCF_001895085.1 1032 1388 2420
RS_GCF_001941525.1 1000 1136 2136
RS_GCF_001807285.1 1009 1205 2214
RS_GCF_001854225.1 438 907 1345
RS_GCF_900142175.1 2270 1715 3985
RS_GCF_900143075.1 2755 1947 4702
RS_GCF_001836165.1 1071 1364 2435
RS_GCF_001766635.1 2831 3066 5897
RS_GCF_900129825.1 1362 1898 3260
RS_GCF_001870415.1 2270 3677 5947
RS_GCF_900128445.1 1049 1273 2322
RS_GCF_001880985.1 1573 3633 5206
RS_GCF_900142575.1 3882 3130 7012
RS_GCF_001921205.1 4074 3503 7577
RS_GCF_001886875.1 1825 2291 4116
RS_GCF_001808505.1 900 1419 2319
RS_GCF_001895025.1 2883 3002 5885
RS_GCF_900129765.1 2608 2471 5079
RS_GCF_001865835.1 2018 1541 3559
RS_GCF_001406175.1 1473 1351 2824
RS_GCF_001753165.1 1442 1934 3376
RS_GCF_900113965.1 1556 1194 2750
RS_GCF_900047545.1 738 765 1503
RS_GCF_001887355.1 6174 3730 9904
RS_GCF_900104615.1 1177 1189 2366
RS_GCF_001936255.1 460 491 951
RS_GCF_900105935.1 2403 3650 6053
RS_GCF_001811025.1 486 1419 1905
RS_GCF_900095155.1 1294 1928 3222
RS_GCF_900143265.1 799 1190 1989
RS_GCF_900099895.1 2142 3014 5156
RS_GCF_001750105.1 1389 1931 3320
RS_GCF_001885535.1 4241 3664 7905
RS_GCF_001939115.1 2973 2264 5237
RS_GCF_900095835.1 1279 926 2205
RS_GCF_001887695.1 5240 4285 9525
RS_GCF_001940165.1 1574 1476 3050
RS_GCF_900095795.1 1528 1475 3003
RS_GCF_001886065.1 1449 1870 3319
RS_GCF_900112115.1 1684 1299 2983
RS_GCF_001750785.1 2899 2559 5458
RS_GCF_001904745.1 5685 3205 8890
RS_GCF_001517265.1 812 1475 2287
RS_GCF_900141625.1 1549 1918 3467
RS_GCF_900141895.1 979 1369 2348
RS_GCF_001941505.1 939 1359 2298
RS_GCF_001939685.1 1517 2629 4146
RS_GCF_900108425.1 3485 3373 6858
RS_GCF_900110135.1 1762 1967 3729
RS_GCF_001936615.1 2667 2498 5165
RS_GCF_900141795.1 547 1111 1658
RS_GCF_001877035.1 2066 2364 4430
RS_GCF_900112925.1 3172 3479 6651
RS_GCF_001838165.1 915 1064 1979
RS_GCF_900142465.1 2076 1163 3239
RS_GCF_001406435.1 2158 1739 3897
RS_GCF_001746755.1 1701 1839 3540
RS_GCF_001941805.1 1367 1827 3194
RS_GCF_001905365.1 4170 3526 7696
RS_GCF_001758785.1 2580 2772 5352
RS_GCF_001938565.1 1924 2016 3940
RS_GCF_900129655.1 1557 1519 3076
RS_GCF_001610835.1 4426 2108 6534
RS_GCF_900142025.1 1648 1757 3405
RS_GCF_900141975.1 1534 2414 3948
RS_GCF_900109855.1 1702 2002 3704
RS_GCF_001857925.1 1309 2392 3701
RS_GCF_001766415.1 1154 1762 2916
RS_GCF_900130065.1 1796 1984 3780
RS_GCF_001857965.1 1641 1548 3189
RS_GCF_001902295.1 2360 2084 4444
RS_GCF_900142905.1 4154 5089 9243
RS_GCF_001536245.1 1412 1174 2586
RS_GCF_001907695.1 1963 2464 4427
RS_GCF_900104565.1 1140 1300 2440
RS_GCF_001922955.1 2151 1900 4051
RS_GCF_900143145.1 1162 2082 3244
RS_GCF_001940245.1 1109 1506 2615
RS_GCF_900143065.1 2827 3021 5848
RS_GCF_001889925.1 851 1389 2240
RS_GCF_900106105.1 1742 3046 4788
RS_GCF_001748285.1 2332 2087 4419
RS_GCF_001854125.1 1572 2231 3803
RS_GCF_900142935.1 1762 1995 3757
RS_GCF_001855275.1 2024 2569 4593
RS_GCF_001747005.1 1644 1511 3155
RS_GCF_001814055.1 495 1440 1935
RS_GCF_001642875.1 3301 1796 5097
RS_GCF_900143285.1 2530 2764 5294
RS_GCF_900070365.1 3979 2907 6886
RS_GCF_001908475.1 1267 2515 3782
RS_GCF_001814145.1 2046 1096 3142
RS_GCF_001905465.1 3867 2912 6779
RS_GCF_900142805.1 863 1652 2515
RS_GCF_001767255.1 936 1233 2169
RS_GCF_001758545.1 3153 3138 6291
RS_GCF_001886475.1 1560 2031 3591
RS_GCF_900142545.1 1683 1103 2786
RS_GCF_900095445.1 1307 1543 2850
RS_GCF_001752465.1 724 1419 2143
RS_GCF_001896135.2 4740 3396 8136
RS_GCF_001938985.1 2141 2719 4860
RS_GCF_900128465.1 1080 1038 2118
RS_GCF_900129125.1 1703 2164 3867
RS_GCF_900104015.1 2127 2981 5108
RS_GCF_001941565.1 1217 1278 2495
RS_GCF_001936625.1 1372 1962 3334
RS_GCF_900142495.1 1959 1099 3058
RS_GCF_900130125.1 3043 1943 4986
RS_GCF_900143045.1 949 1548 2497
RS_GCF_900099975.1 1593 2061 3654
RS_GCF_900129665.1 1997 1524 3521
RS_GCF_001405615.1 1870 1585 3455
RS_GCF_900111805.1 1740 2070 3810
RS_GCF_001854605.1 2020 2155 4175
RS_GCF_900129175.1 980 1196 2176
RS_GCF_001306035.1 1835 1812 3647
RS_GCF_900112305.1 1448 1866 3314
RS_GCF_001837775.1 859 1277 2136
RS_GCF_900142445.1 2806 1792 4598
RS_GCF_001753835.1 2299 3053 5352
RS_GCF_900130105.1 1949 2621 4570
RS_GCF_001887775.1 1298 1668 2966
RS_GCF_001855385.1 1087 1288 2375
RS_GCF_900142875.1 1335 1851 3186
RS_GCF_900114135.1 1625 2074 3699
RS_GCF_001865795.1 3131 2880 6011
RS_GCF_001864895.1 1740 1667 3407
RS_GCF_001815935.1 877 1265 2142
RS_GCF_001886275.1 1934 1957 3891
RS_GCF_900129945.1 2269 1761 4030
RS_GCF_001921845.1 778 1234 2012
RS_GCF_001886195.1 992 1320 2312
RS_GCF_001806875.1 1020 1270 2290
RS_GCF_900119165.1 4578 4082 8660
RS_GCF_001888805.1 895 3135 4030
RS_GCF_001807025.1 997 1369 2366
RS_GCF_001940315.1 957 1419 2376
RS_GCF_001886515.1 2688 3243 5931
RS_GCF_001907245.1 726 980 1706
RS_GCF_001909095.1 2965 3260 6225
RS_GCF_001854065.1 1138 1553 2691
RS_GCF_001854525.1 2484 2957 5441
RS_GCF_900111065.1 2036 1493 3529
RS_GCF_900105635.1 2291 3312 5603
RS_GCF_900129015.1 2820 1927 4747
RS_GCF_001860525.1 3209 3502 6711
RS_GCF_900129835.1 1588 2385 3973
RS_GCF_001809895.1 696 1218 1914
RS_GCF_900107035.1 1141 1669 2810
RS_GCF_001761465.1 1955 1598 3553
RS_GCF_001908185.1 4569 3805 8374
RS_GCF_900086985.1 1366 2456 3822
RS_GCF_900120125.1 661 1021 1682
RS_GCF_001888185.1 1920 2091 4011
RS_GCF_001931685.1 2252 2440 4692
RS_GCF_900143185.1 2510 1575 4085
RS_GCF_900111185.1 2325 1822 4147
RS_GCF_001856025.1 2792 3180 5972
RS_GCF_900116825.1 1745 2047 3792
RS_GCF_001747095.1 2409 1617 4026
RS_GCF_900102315.1 2083 2272 4355
RS_GCF_900095725.1 1969 2204 4173
RS_GCF_900095825.1 975 1455 2430
RS_GCF_001890765.1 2449 2008 4457
RS_GCF_900090125.1 2849 2706 5555
RS_GCF_900104825.1 1573 2875 4448
RS_GCF_900108345.1 2603 1600 4203
RS_GCF_001941605.1 1922 1515 3437
RS_GCF_900114445.1 983 1791 2774
RS_GCF_001832905.1 913 1270 2183
RS_GCF_001690895.1 1014 1579 2593
RS_GCF_900128965.1 1086 1245 2331
RS_GCF_001431295.1 1758 1433 3191
RS_GCF_001761325.1 1642 1388 3030
RS_GCF_001922545.1 610 488 1098
RS_GCF_900142775.1 1867 1638 3505
RS_GCF_900117455.1 2020 1793 3813
RS_GCF_900110565.1 913 1045 1958
RS_GCF_001939945.1 3024 2496 5520
RS_GCF_001880285.1 1429 1255 2684
RS_GCF_900120155.1 1279 1501 2780
RS_GCF_001908615.1 3582 3698 7280
RS_GCF_001752395.1 1291 1863 3154
RS_GCF_900143155.1 1279 1710 2989
RS_GCF_900129795.1 2708 1934 4642
RS_GCF_001876955.1 2450 3238 5688
RS_GCF_001810665.1 960 1276 2236
RS_GCF_900115315.1 1397 1006 2403
RS_GCF_900128435.1 725 1536 2261
RS_GCF_001766745.1 1147 1516 2663
RS_GCF_900128955.1 1442 1652 3094
RS_GCF_001838545.1 2090 2950 5040
RS_GCF_900111815.1 1398 1984 3382
RS_GCF_001936575.1 3000 1631 4631
RS_GCF_900129785.1 2305 1847 4152
RS_GCF_001886225.1 1653 1978 3631
RS_GCF_001888055.1 789 1252 2041
RS_GCF_900106585.1 818 1277 2095
RS_GCF_001510805.1 1423 2056 3479
RS_GCF_001922405.1 866 1670 2536
GB_GCA_001770285.1 1279 1724 3003
GB_GCA_001822055.1 378 278 656
GB_GCA_001795165.1 2553 1872 4425
GB_GCA_001803815.1 738 780 1518
GB_GCA_001777575.1 528 385 913
GB_GCA_001898245.1 2138 1416 3554
GB_GCA_001791565.1 629 412 1041
GB_GCA_001779255.1 756 536 1292
GB_GCA_001822455.1 522 354 876
GB_GCA_001873215.1 627 418 1045
GB_GCA_001801495.1 670 978 1648
GB_GCA_001776635.1 628 428 1056
GB_GCA_001802015.1 1289 976 2265
GB_GCA_001795345.1 1053 943 1996
GB_GCA_001916075.1 976 1380 2356
GB_GCA_001767945.1 2207 2347 4554
GB_GCA_001822695.1 351 266 617
GB_GCA_001779595.1 375 310 685
GB_GCA_001782965.1 512 399 911
GB_GCA_001794285.1 589 371 960
GB_GCA_001789775.1 533 350 883
GB_GCA_001788055.1 807 460 1267
GB_GCA_000974745.1 2463 3847 6310
GB_GCA_001878715.1 2045 2773 4818
GB_GCA_001784235.1 476 398 874
GB_GCA_001801105.1 786 1263 2049
GB_GCA_001799225.1 2350 1414 3764
GB_GCA_001801685.1 2378 1801 4179
GB_GCA_001917195.1 959 1241 2200
GB_GCA_001777545.1 579 371 950
GB_GCA_001822615.1 422 297 719
GB_GCA_001786805.1 607 383 990
GB_GCA_001898175.1 1679 1818 3497
GB_GCA_001819695.1 560 420 980
GB_GCA_001791935.1 614 363 977
GB_GCA_001790165.1 552 394 946
GB_GCA_001791735.1 654 428 1082
GB_GCA_001804415.1 586 829 1415
GB_GCA_001778165.1 953 565 1518
GB_GCA_001784435.1 616 461 1077
GB_GCA_001872285.1 1127 1828 2955
GB_GCA_001771695.1 737 944 1681
GB_GCA_001821115.1 426 326 752
GB_GCA_001873115.1 1050 1193 2243
GB_GCA_001790155.1 727 482 1209
GB_GCA_001872385.1 378 265 643
GB_GCA_001816455.1 614 319 933
GB_GCA_001771985.1 3070 2797 5867
GB_GCA_001821215.1 579 406 985
GB_GCA_001775255.1 977 1050 2027
GB_GCA_001788925.1 705 471 1176
GB_GCA_001798515.1 1123 1060 2183
GB_GCA_001805245.1 1362 1274 2636
GB_GCA_001823315.1 289 275 564
GB_GCA_001796965.1 890 788 1678
GB_GCA_001793255.1 792 426 1218
GB_GCA_001871255.1 319 622 941
GB_GCA_001871155.1 1953 1229 3182
GB_GCA_001783465.1 486 293 779
GB_GCA_001768075.1 2961 2235 5196
GB_GCA_001782085.1 577 384 961
GB_GCA_001789165.1 996 495 1491
GB_GCA_001794825.1 1553 1430 2983
