Prokka_unannotated Prokka_annotated Prokka_CDSs KEGG_unannotated KEGG_annotated Pfam_unannotated Pfam_annotated KEGG_Pfam_CDSs
RS_GCF_900108345.1 2603 1600 4203 2554 1654 1167 3041 4208
RS_GCF_001941605.1 1922 1515 3437 1773 1664 740 2697 3437
RS_GCF_900114445.1 983 1791 2774 941 1836 373 2404 2777
RS_GCF_001832905.1 913 1270 2183 860 1337 326 1871 2197
RS_GCF_001690895.1 1014 1579 2593 1005 1669 592 2082 2674
RS_GCF_900128965.1 1086 1245 2331 1043 1339 577 1805 2382
RS_GCF_001431295.1 1758 1433 3191 1717 1521 956 2282 3238
RS_GCF_001761325.1 1642 1388 3030 1483 1548 618 2413 3031
RS_GCF_001922545.1 610 488 1098 520 586 259 847 1106
RS_GCF_900142775.1 1867 1638 3505 1711 1816 640 2887 3527
RS_GCF_900117455.1 2020 1793 3813 1638 2177 815 3000 3815
RS_GCF_900110565.1 913 1045 1958 824 1153 350 1627 1977
RS_GCF_001939945.1 3024 2496 5520 2718 2963 1227 4454 5681
RS_GCF_001880285.1 1429 1255 2684 1283 1402 594 2091 2685
RS_GCF_900120155.1 1279 1501 2780 1164 1617 481 2300 2781
RS_GCF_001908615.1 3582 3698 7280 3021 4259 1314 5966 7280
RS_GCF_001752395.1 1291 1863 3154 1142 2012 444 2710 3154
RS_GCF_900143155.1 1279 1710 2989 948 2068 358 2658 3016
RS_GCF_900129795.1 2708 1934 4642 2491 2161 1072 3580 4652
RS_GCF_001876955.1 2450 3238 5688 2184 3640 958 4866 5824
RS_GCF_001810665.1 960 1276 2236 856 1405 398 1863 2261
RS_GCF_900115315.1 1397 1006 2403 1288 1136 684 1740 2424
RS_GCF_900128435.1 725 1536 2261 687 1580 220 2047 2267
RS_GCF_001766745.1 1147 1516 2663 1069 1600 518 2151 2669
RS_GCF_900128955.1 1442 1652 3094 1310 1818 614 2514 3128
RS_GCF_001838545.1 2090 2950 5040 2109 2969 848 4230 5078
RS_GCF_900111815.1 1398 1984 3382 1398 2007 619 2786 3405
RS_GCF_001936575.1 3000 1631 4631 2911 1739 1391 3259 4650
RS_GCF_900129785.1 2305 1847 4152 2182 1973 815 3340 4155
RS_GCF_001886225.1 1653 1978 3631 1526 2136 638 3024 3662
RS_GCF_001888055.1 789 1252 2041 1066 1008 413 1661 2074
RS_GCF_900106585.1 818 1277 2095 749 1347 293 1803 2096
RS_GCF_001510805.1 1423 2056 3479 1266 2227 569 2924 3493
RS_GCF_001922405.1 866 1670 2536 853 1684 323 2214 2537
GB_GCA_001770285.1 1279 1724 3003 1125 1968 419 2674 3093
GB_GCA_001822055.1 378 278 656 402 295 200 497 697
GB_GCA_001795165.1 2553 1872 4425 2526 1986 1222 3290 4512
GB_GCA_001803815.1 738 780 1518 873 784 360 1297 1657
GB_GCA_001777575.1 528 385 913 521 402 305 618 923
GB_GCA_001898245.1 2138 1416 3554 2016 1566 960 2622 3582
GB_GCA_001791565.1 629 412 1041 661 411 406 666 1072
GB_GCA_001779255.1 756 536 1292 750 563 411 902 1313
GB_GCA_001822455.1 522 354 876 545 350 329 566 895
GB_GCA_001873215.1 627 418 1045 624 428 352 700 1052
GB_GCA_001801495.1 670 978 1648 689 1055 345 1399 1744
GB_GCA_001776635.1 628 428 1056 656 424 375 705 1080
GB_GCA_001802015.1 1289 976 2265 1314 1017 709 1622 2331
GB_GCA_001795345.1 1053 943 1996 1082 975 558 1499 2057
GB_GCA_001916075.1 976 1380 2356 943 1432 402 1973 2375
GB_GCA_001767945.1 2207 2347 4554 2175 2529 873 3831 4704
GB_GCA_001822695.1 351 266 617 346 284 201 429 630
GB_GCA_001779595.1 375 310 685 367 323 227 463 690
GB_GCA_001782965.1 512 399 911 540 410 279 671 950
GB_GCA_001794285.1 589 371 960 589 376 357 608 965
GB_GCA_001789775.1 533 350 883 535 376 288 623 911
GB_GCA_001788055.1 807 460 1267 837 482 439 880 1319
GB_GCA_000974745.1 2463 3847 6310 2028 4295 751 5572 6323
GB_GCA_001878715.1 2045 2773 4818 1724 3094 800 4018 4818
GB_GCA_001784235.1 476 398 874 495 400 237 658 895
GB_GCA_001801105.1 786 1263 2049 666 1404 240 1830 2070
GB_GCA_001799225.1 2350 1414 3764 2360 1490 1097 2753 3850
GB_GCA_001801685.1 2378 1801 4179 2212 2029 1215 3026 4241
GB_GCA_001917195.1 959 1241 2200 829 1382 396 1815 2211
GB_GCA_001777545.1 579 371 950 558 403 342 619 961
GB_GCA_001822615.1 422 297 719 398 328 237 489 726
GB_GCA_001786805.1 607 383 990 644 397 386 655 1041
GB_GCA_001898175.1 1679 1818 3497 1482 2029 637 2874 3511
GB_GCA_001819695.1 560 420 980 558 449 334 673 1007
GB_GCA_001791935.1 614 363 977 597 396 335 658 993
GB_GCA_001790165.1 552 394 946 569 405 285 689 974
GB_GCA_001791735.1 654 428 1082 653 439 426 666 1092
GB_GCA_001804415.1 586 829 1415 508 897 224 1181 1405
GB_GCA_001778165.1 953 565 1518 966 566 577 955 1532
GB_GCA_001784435.1 616 461 1077 583 500 296 787 1083
GB_GCA_001872285.1 1127 1828 2955 934 2083 360 2657 3017
GB_GCA_001771695.1 737 944 1681 751 938 381 1308 1689
GB_GCA_001821115.1 426 326 752 410 342 255 497 752
GB_GCA_001873115.1 1050 1193 2243 976 1338 402 1912 2314
GB_GCA_001790155.1 727 482 1209 733 489 364 858 1222
GB_GCA_001872385.1 378 265 643 377 289 215 451 666
GB_GCA_001816455.1 614 319 933 589 354 339 604 943
GB_GCA_001771985.1 3070 2797 5867 3226 2873 1396 4703 6099
GB_GCA_001821215.1 579 406 985 586 409 339 656 995
GB_GCA_001775255.1 977 1050 2027 980 1125 464 1641 2105
GB_GCA_001788925.1 705 471 1176 678 497 406 769 1175
GB_GCA_001798515.1 1123 1060 2183 1097 1098 556 1639 2195
GB_GCA_001805245.1 1362 1274 2636 1312 1349 622 2039 2661
GB_GCA_001823315.1 289 275 564 316 277 186 407 593
GB_GCA_001796965.1 890 788 1678 848 917 375 1390 1765
GB_GCA_001793255.1 792 426 1218 821 417 443 795 1238
GB_GCA_001871255.1 319 622 941 356 666 131 891 1022
GB_GCA_001871155.1 1953 1229 3182 1953 1265 950 2268 3218
GB_GCA_001783465.1 486 293 779 483 310 299 494 793
GB_GCA_001768075.1 2961 2235 5196 2948 2343 1557 3734 5291
GB_GCA_001782085.1 577 384 961 606 399 332 673 1005
GB_GCA_001789165.1 996 495 1491 951 529 634 846 1480
GB_GCA_001794825.1 1553 1430 2983 1301 1703 593 2411 3004
GB_GCA_001785435.1 246 287 533 270 285 148 407 555
GB_GCA_001791115.1 551 388 939 539 420 310 649 959
GB_GCA_001792075.1 804 440 1244 802 456 439 819 1258
GB_GCA_001899425.1 1352 904 2256 1417 942 868 1491 2359
GB_GCA_001918325.1 1461 1304 2765 1414 1412 634 2192 2826
GB_GCA_001788835.1 769 540 1309 760 581 465 876 1341
GB_GCA_001787205.1 442 349 791 444 360 242 562 804
GB_GCA_001872435.1 377 306 683 411 316 218 509 727
GB_GCA_001822905.1 517 360 877 503 377 321 559 880
GB_GCA_001768195.1 2184 1708 3892 2164 1788 853 3099 3952
GB_GCA_001780605.1 620 382 1002 599 422 359 662 1021
GB_GCA_001773225.1 605 352 957 582 383 382 583 965
GB_GCA_001779735.1 531 384 915 521 397 280 638 918
GB_GCA_001772265.1 353 276 629 353 308 218 443 661
GB_GCA_001781285.1 455 299 754 424 327 249 502 751
GB_GCA_001776975.1 454 298 752 457 306 276 487 763
GB_GCA_001788355.1 716 485 1201 707 494 350 851 1201
GB_GCA_001776935.1 831 495 1326 811 518 456 873 1329
GB_GCA_001781805.1 610 363 973 574 399 360 613 973
GB_GCA_001791385.1 667 421 1088 646 446 398 694 1092
GB_GCA_001817065.1 848 489 1337 861 489 524 826 1350
GB_GCA_001828595.1 956 1011 1967 1078 1023 468 1633 2101
GB_GCA_001805125.1 1443 1321 2764 1484 1411 694 2201 2895
GB_GCA_001820565.1 813 463 1276 850 470 545 775 1320
GB_GCA_001823665.1 527 331 858 527 337 314 550 864
GB_GCA_001830645.1 2144 1305 3449 2206 1409 1097 2518 3615
GB_GCA_001785275.1 473 352 825 481 363 273 571 844
GB_GCA_001899285.1 1941 2434 4375 1547 2827 585 3789 4374
GB_GCA_001828745.1 1710 2348 4058 1518 2708 550 3676 4226
GB_GCA_001770235.1 1299 1197 2496 1266 1296 618 1944 2562
GB_GCA_001858525.1 1593 1210 2803 1527 1289 800 2016 2816
GB_GCA_001818355.1 599 438 1037 661 431 335 757 1092
GB_GCA_001792515.1 852 454 1306 847 472 458 861 1319
GB_GCA_001828465.1 3487 1350 4837 3756 1252 2043 2965 5008
GB_GCA_001792345.1 791 442 1233 787 455 408 834 1242
GB_GCA_001797275.1 1639 1099 2738 1563 1194 737 2020 2757
GB_GCA_001782825.1 457 467 924 458 469 270 657 927
GB_GCA_001914905.1 1728 2029 3757 1643 2233 718 3158 3876
GB_GCA_001801085.1 935 1298 2233 806 1468 323 1951 2274
GB_GCA_001915575.1 770 856 1626 705 932 288 1349 1637
GB_GCA_001800925.1 1303 1136 2439 1211 1247 533 1925 2458
GB_GCA_001790575.1 447 356 803 444 397 289 552 841
GB_GCA_001774935.1 508 363 871 519 389 292 616 908
GB_GCA_001899685.1 2867 2020 4887 2702 2220 1130 3792 4922
GB_GCA_001872695.1 325 273 598 358 280 224 414 638
GB_GCA_001873635.1 1061 1081 2142 1036 1184 423 1797 2220
GB_GCA_001766905.1 1840 1405 3245 1821 1492 912 2401 3313
GB_GCA_000745515.1 2412 2436 4848 2198 2654 926 3926 4852
GB_GCA_001787965.1 535 403 938 546 416 302 660 962
GB_GCA_001872225.1 384 293 677 404 312 209 507 716
GB_GCA_001784255.1 402 328 730 448 312 243 517 760
GB_GCA_001800495.1 1112 871 1983 1207 856 525 1538 2063
GB_GCA_001919715.1 2096 1285 3381 2047 1410 965 2492 3457
GB_GCA_001801515.1 940 972 1912 925 1051 496 1480 1976
GB_GCA_001898995.1 1513 2345 3858 1185 2678 453 3410 3863
GB_GCA_001781795.1 455 425 880 466 426 250 642 892
GB_GCA_001774835.1 643 463 1106 671 464 348 787 1135
GB_GCA_001780755.1 334 265 599 389 272 211 450 661
GB_GCA_001820055.1 328 297 625 326 317 187 456 643
GB_GCA_001822075.1 461 338 799 441 360 234 567 801
GB_GCA_001820535.1 460 339 799 442 360 235 567 802
GB_GCA_001768395.1 1430 1422 2852 1297 1568 465 2400 2865
GB_GCA_001772695.1 625 383 1008 616 385 367 634 1001
GB_GCA_001771345.1 704 806 1510 712 816 330 1198 1528
GB_GCA_001780055.1 576 376 952 550 405 342 613 955
GB_GCA_001801885.1 1068 1303 2371 1016 1427 441 2002 2443
GB_GCA_001805165.1 602 786 1388 730 746 285 1191 1476
GB_GCA_001831015.1 1223 1366 2589 1229 1484 490 2223 2713
GB_GCA_001800835.1 960 1235 2195 910 1302 352 1860 2212
GB_GCA_001818015.1 259 292 551 291 286 160 417 577
GB_GCA_001785115.1 795 1136 1931 719 1270 289 1700 1989
GB_GCA_001796995.1 1320 1154 2474 1407 1129 648 1888 2536
GB_GCA_001773695.1 714 385 1099 693 410 405 698 1103
GB_GCA_001783255.1 535 393 928 644 391 300 735 1035
GB_GCA_001772745.1 410 296 706 393 339 246 486 732
GB_GCA_001872335.1 551 396 947 561 417 292 686 978
GB_GCA_001776505.1 641 418 1059 660 426 385 701 1086
GB_GCA_001917115.1 1246 865 2111 1192 926 763 1355 2118
GB_GCA_001771505.1 928 894 1822 983 881 523 1341 1864
GB_GCA_001800095.1 760 865 1625 792 825 351 1266 1617
GB_GCA_001794215.1 619 381 1000 612 397 387 622 1009
GB_GCA_001058355.1 737 1028 1765 996 1075 476 1595 2071
GB_GCA_001784875.1 544 454 998 534 471 309 696 1005
GB_GCA_001799735.1 1480 1265 2745 1451 1310 661 2100 2761
GB_GCA_001773425.1 633 647 1280 764 623 357 1030 1387
GB_GCA_001771055.1 1595 1274 2869 1701 1261 755 2207 2962
GB_GCA_001898705.1 932 851 1783 837 983 472 1348 1820
GB_GCA_001772055.1 649 1029 1678 588 1158 220 1526 1746
GB_GCA_001784155.1 516 392 908 482 428 247 663 910
GB_GCA_001785775.1 332 309 641 326 332 187 471 658
GB_GCA_001778465.1 533 371 904 533 387 300 620 920
GB_GCA_001817755.1 467 339 806 490 333 292 531 823
GB_GCA_001789005.1 506 340 846 491 365 308 548 856
GB_GCA_001778075.1 580 365 945 629 367 401 595 996
GB_GCA_001820725.1 485 357 842 484 371 291 564 855
GB_GCA_001786885.1 438 330 768 443 337 251 529 780
GB_GCA_001913845.1 2165 1623 3788 2060 1798 912 2946 3858
GB_GCA_001774295.1 640 479 1119 636 488 327 797 1124
GB_GCA_001816655.1 606 424 1030 642 416 372 686 1058
GB_GCA_001778955.1 471 355 826 474 381 273 582 855
GB_GCA_001778455.1 1216 900 2116 1277 912 696 1493 2189
GB_GCA_001787585.1 751 397 1148 704 446 453 697 1150
GB_GCA_001783335.1 493 362 855 466 387 293 560 853
GB_GCA_001773135.1 449 346 795 411 392 254 549 803
GB_GCA_001822595.1 389 293 682 376 308 233 451 684
GB_GCA_001793105.1 865 461 1326 853 482 430 905 1335
GB_GCA_001776985.1 731 478 1209 739 481 429 791 1220
GB_GCA_001873285.1 978 1202 2180 1001 1272 388 1885 2273
GB_GCA_001797845.1 1106 1257 2363 1090 1312 460 1942 2402
GB_GCA_001802915.1 1675 1470 3145 1613 1589 774 2428 3202
GB_GCA_001786295.1 388 325 713 386 340 216 510 726
GB_GCA_001790335.1 1642 1835 3477 1666 2017 678 3005 3683
GB_GCA_001899385.1 1126 697 1823 1168 692 798 1062 1860
GB_GCA_001821915.1 407 327 734 431 327 251 507 758
GB_GCA_001784885.1 647 484 1131 635 502 373 764 1137
GB_GCA_001818835.1 325 288 613 370 278 185 463 648
GB_GCA_001788715.1 544 344 888 564 352 352 564 916
GB_GCA_001789795.1 556 411 967 562 430 313 679 992
GB_GCA_001789555.1 725 526 1251 750 532 368 914 1282
GB_GCA_001821295.1 605 421 1026 616 416 351 681 1032
GB_GCA_001767925.1 2016 1398 3414 1902 1604 996 2510 3506
GB_GCA_001768735.1 845 765 1610 775 843 419 1199 1618
GB_GCA_001785935.1 348 317 665 346 332 201 477 678
GB_GCA_001822305.1 717 422 1139 758 428 470 716 1186
GB_GCA_001817635.1 301 276 577 303 290 180 413 593
GB_GCA_001771425.1 653 910 1563 663 900 323 1240 1563
GB_GCA_001795875.1 376 286 662 373 298 232 439 671
GB_GCA_900067705.1 2120 1926 4046 2412 2119 1141 3390 4531
GB_GCA_001791615.1 513 377 890 547 376 342 581 923
GB_GCA_001784895.1 656 497 1153 664 502 394 772 1166
GB_GCA_001800395.1 1288 1002 2290 1336 997 604 1729 2333
GB_GCA_001788095.1 647 439 1086 651 468 352 767 1119
GB_GCA_001788805.1 614 526 1140 647 534 363 818 1181
GB_GCA_001801695.1 592 858 1450 566 952 241 1277 1518
GB_GCA_001804255.1 565 778 1343 561 818 237 1142 1379
GB_GCA_001898925.1 2289 2644 4933 1933 3019 768 4184 4952
GB_GCA_001790625.1 377 329 706 379 355 226 508 734
GB_GCA_001771455.1 676 613 1289 821 571 408 984 1392
GB_GCA_001898575.1 4726 2674 7400 4593 2839 2146 5286 7432
GB_GCA_001800945.1 998 798 1796 1113 856 503 1466 1969
GB_GCA_001898115.1 2068 2550 4618 1680 2959 665 3974 4639
GB_GCA_001786965.1 330 292 622 355 302 207 450 657
GB_GCA_001898235.1 1732 1461 3193 1691 1542 951 2282 3233
GB_GCA_001914055.1 350 1413 1763 309 1460 122 1647 1769
GB_GCA_001751005.1 1521 1262 2783 1679 1443 745 2377 3122
GB_GCA_001920875.1 1875 1426 3301 1830 1538 910 2458 3368
GB_GCA_001830195.1 2319 1725 4044 2219 1951 1073 3097 4170
GB_GCA_001781555.1 372 351 723 383 354 228 509 737
GB_GCA_001799015.1 830 783 1613 956 783 459 1280 1739
GB_GCA_001914345.1 2510 1998 4508 3767 1803 1409 4161 5570
GB_GCA_001778085.1 470 431 901 504 434 258 680 938
GB_GCA_001787125.1 380 331 711 394 338 232 500 732
GB_GCA_001825135.1 322 255 577 323 278 187 414 601
GB_GCA_001767525.1 2042 1776 3818 1865 1963 869 2959 3828
GB_GCA_001873795.1 958 1286 2244 903 1359 355 1907 2262
GB_GCA_001787725.1 909 484 1393 866 525 561 830 1391
GB_GCA_001817235.1 434 278 712 432 292 288 436 724
GB_GCA_001796395.1 749 660 1409 790 665 426 1029 1455
GB_GCA_001919895.1 1565 1467 3032 1565 1507 697 2375 3072
GB_GCA_001830405.1 1777 1312 3089 2062 1375 860 2577 3437
GB_GCA_001816375.1 641 373 1014 640 380 344 676 1020
GB_GCA_001873935.1 1111 1459 2570 996 1624 354 2266 2620
GB_GCA_001821765.1 499 404 903 486 426 293 619 912
GB_GCA_001803525.1 1046 1158 2204 1077 1209 467 1819 2286
GB_GCA_001768695.1 1148 971 2119 1175 1018 649 1544 2193
GB_GCA_001774655.1 790 397 1187 782 406 494 694 1188
GB_GCA_001899125.1 2156 1592 3748 2067 1705 867 2905 3772
GB_GCA_001818235.1 704 484 1188 716 509 370 855 1225
GB_GCA_001897265.1 1251 1621 2872 1111 1784 474 2421 2895
GB_GCA_001785865.1 391 373 764 395 376 227 544 771
GB_GCA_001792375.1 807 431 1238 784 444 427 801 1228
GB_GCA_001791225.1 495 337 832 506 346 289 563 852
GB_GCA_001898505.1 4076 2531 6607 3863 2759 1654 4968 6622
GB_GCA_001829795.1 1058 946 2004 1463 937 703 1697 2400
GB_GCA_001779875.1 719 710 1429 841 709 360 1190 1550
GB_GCA_001822555.1 533 382 915 557 384 327 614 941
GB_GCA_001831055.1 697 492 1189 761 511 483 789 1272
GB_GCA_001829005.1 1528 1430 2958 1396 1568 548 2416 2964
GB_GCA_001776905.1 655 433 1088 657 440 353 744 1097
GB_GCA_001784055.1 346 347 693 368 362 203 527 730
GB_GCA_001916965.1 1502 1587 3089 1409 1733 565 2577 3142
GB_GCA_001871795.1 966 1096 2062 973 1166 400 1739 2139
GB_GCA_001896575.1 808 958 1766 828 1042 349 1521 1870
GB_GCA_001800355.1 846 901 1747 839 954 351 1442 1793
GB_GCA_001772865.1 569 384 953 570 403 311 662 973
GB_GCA_001823335.1 368 368 736 373 372 210 535 745
GB_GCA_001801575.1 767 1074 1841 717 1148 389 1476 1865
GB_GCA_001800635.1 648 931 1579 723 938 252 1409 1661
GB_GCA_001793945.1 569 353 922 500 424 332 592 924
GB_GCA_001824435.1 750 420 1170 726 444 477 693 1170
GB_GCA_001780135.1 1293 1143 2436 1286 1160 512 1934 2446
GB_GCA_001821935.1 497 304 801 482 327 291 518 809
GB_GCA_001787485.1 548 404 952 538 427 316 649 965
GB_GCA_900142145.1 1728 2011 3739 1638 2183 718 3103 3821
GB_GCA_001552515.1 3345 3226 6571 3208 3515 1418 5305 6723
GB_GCA_001790935.1 1597 1768 3365 1506 1952 669 2789 3458
GB_GCA_001751075.1 1144 1310 2454 1211 1409 508 2112 2620
GB_GCA_001770625.1 1626 2028 3654 1462 2343 543 3262 3805
GB_GCA_001793085.1 632 372 1004 653 381 345 689 1034
GB_GCA_001780235.1 324 303 627 349 319 187 481 668
GB_GCA_001794695.1 380 321 701 373 333 225 481 706
GB_GCA_001801785.1 516 714 1230 579 716 285 1010 1295
GB_GCA_001771415.1 744 955 1699 749 954 377 1326 1703
GB_GCA_001771495.1 654 907 1561 668 897 326 1239 1565
GB_GCA_001786225.1 278 264 542 311 261 173 399 572
GB_GCA_001941045.1 1681 1484 3165 1542 1651 640 2553 3193
GB_GCA_001821185.1 661 371 1032 671 385 445 611 1056
GB_GCA_001779265.1 757 519 1276 785 519 428 876 1304
GB_GCA_001898645.1 1791 2586 4377 1450 2956 485 3921 4406
GB_GCA_001830725.1 1061 1103 2164 1150 1273 498 1925 2423
GB_GCA_001830315.1 869 888 1757 1009 926 462 1473 1935
GB_GCA_001790435.1 759 465 1224 731 516 450 797 1247
GB_GCA_001799045.1 1173 1324 2497 1115 1518 453 2180 2633
GB_GCA_001768645.1 1230 1243 2473 1204 1299 541 1962 2503
GB_GCA_001915385.1 1325 898 2223 1228 1002 642 1588 2230
GB_GCA_001797255.1 1007 753 1760 1003 831 489 1345 1834
GB_GCA_001791425.1 493 329 822 506 347 296 557 853
GB_GCA_001783525.1 339 305 644 328 321 195 454 649
GB_GCA_001873945.1 1017 893 1910 1046 956 485 1517 2002
GB_GCA_001897075.1 1771 2085 3856 1517 2426 607 3336 3943
GB_GCA_001899315.1 2945 1652 4597 3025 1587 1634 2978 4612
GB_GCA_001898935.1 1757 1424 3181 1656 1546 665 2537 3202
GB_GCA_001788275.1 493 356 849 546 350 270 626 896
GB_GCA_001825325.1 227 264 491 256 260 130 386 516
GB_GCA_001899635.1 6903 2970 9873 6542 3372 4051 5863 9914
GB_GCA_001898035.1 2731 1590 4321 2604 1729 1352 2981 4333
GB_GCA_001801435.1 632 808 1440 654 862 349 1167 1516
GB_GCA_001773275.1 408 309 717 385 339 227 497 724
GB_GCA_001798535.1 732 916 1648 751 944 363 1332 1695
GB_GCA_001899005.1 1897 1714 3611 1741 1899 768 2872 3640
GB_GCA_001873705.1 1621 1630 3251 1609 1798 721 2686 3407
GB_GCA_001871865.1 370 529 899 433 550 174 809 983
GB_GCA_001805685.1 568 752 1320 485 813 209 1089 1298
GB_GCA_001897685.1 1416 1696 3112 1279 1962 516 2725 3241
GB_GCA_001771235.1 2215 1272 3487 2288 1287 1181 2394 3575
GB_GCA_001783065.1 547 436 983 561 446 279 728 1007
GB_GCA_001750625.1 703 848 1551 713 912 358 1267 1625
GB_GCA_001778415.1 585 361 946 577 392 339 630 969
GB_GCA_001874325.1 1361 987 2348 1268 1094 606 1756 2362
GB_GCA_001797125.1 886 869 1755 918 925 427 1416 1843
GB_GCA_001829495.1 1892 1606 3498 1822 1700 839 2683 3522
GB_GCA_001778615.1 340 316 656 344 320 197 467 664
GB_GCA_001787565.1 606 362 968 578 390 361 607 968
GB_GCA_001787885.1 706 436 1142 725 468 379 814 1193
GB_GCA_001897795.1 1608 1012 2620 1491 1161 857 1795 2652
GB_GCA_001823595.1 482 345 827 502 344 308 538 846
GB_GCA_001872035.1 505 389 894 566 415 280 701 981
GB_GCA_001941225.1 749 958 1707 770 964 296 1438 1734
GB_GCA_001872575.1 848 518 1366 828 585 544 869 1413
GB_GCA_001768615.1 2609 2149 4758 2548 2334 1107 3775 4882
GB_GCA_001773875.1 1142 1004 2146 1191 1018 536 1673 2209
GB_GCA_001899365.1 1180 824 2004 1265 902 839 1328 2167
GB_GCA_001897525.1 2734 1477 4211 2613 1617 1379 2851 4230
GB_GCA_001805605.1 258 495 753 309 505 115 699 814
GB_GCA_001794095.1 601 407 1008 610 425 375 660 1035
GB_GCA_001801315.1 482 620 1102 557 613 307 863 1170
GB_GCA_900098925.1 1729 2476 4205 1669 2546 744 3471 4215
GB_GCA_001795625.1 580 342 922 569 366 379 556 935
GB_GCA_001788015.1 814 482 1296 801 525 424 902 1326
GB_GCA_001801425.1 790 954 1744 691 1062 366 1387 1753
GB_GCA_001797285.1 662 840 1502 625 900 357 1168 1525
GB_GCA_001914735.1 4132 2357 6489 4080 2500 2019 4561 6580
GB_GCA_001821795.1 438 349 787 471 365 266 570 836
GB_GCA_001804345.1 1042 811 1853 1030 799 500 1329 1829
GB_GCA_001829395.1 1514 852 2366 1660 821 865 1616 2481
GB_GCA_001797105.1 2263 1527 3790 2194 1648 1161 2681 3842
GB_GCA_001918815.1 1198 1279 2477 1139 1382 504 2017 2521
GB_GCA_001775055.1 645 471 1116 665 468 361 772 1133
GB_GCA_001777065.1 568 371 939 573 397 315 655 970
GB_GCA_001802565.1 1565 1593 3158 1451 1734 602 2583 3185
GB_GCA_001818785.1 621 459 1080 647 459 319 787 1106
GB_GCA_001799845.1 1415 1280 2695 1430 1310 607 2133 2740
GB_GCA_001874005.1 1468 1632 3100 1418 1794 585 2627 3212
GB_GCA_001790985.1 654 406 1060 672 415 425 662 1087
GB_GCA_001781435.1 361 317 678 357 340 209 488 697
GB_GCA_001796335.1 1524 1579 3103 1388 1734 590 2532 3122
GB_GCA_001045525.1 2139 1533 3672 2257 1511 1105 2663 3768
GB_GCA_001783775.1 530 462 992 554 451 292 713 1005
GB_GCA_001770705.1 2127 2716 4843 1757 3100 678 4179 4857
GB_GCA_001770575.1 1243 1724 2967 1134 1950 420 2664 3084
GB_GCA_001772935.1 584 379 963 580 406 329 657 986
GB_GCA_001873855.1 939 1107 2046 1348 1251 535 2064 2599
GB_GCA_001789405.1 671 428 1099 683 457 358 782 1140
GB_GCA_001914955.1 938 995 1933 890 1087 430 1547 1977
GB_GCA_001820215.1 408 311 719 400 331 232 499 731
GB_GCA_001920415.1 3548 1902 5450 3584 1940 1841 3683 5524
GB_GCA_001899175.1 1497 1183 2680 1432 1247 721 1958 2679
GB_GCA_001777615.1 501 410 911 475 462 270 667 937
GB_GCA_001817215.1 386 273 659 390 286 262 414 676
GB_GCA_001782255.1 427 336 763 477 332 257 552 809
GB_GCA_001798265.1 918 807 1725 999 819 542 1276 1818
GB_GCA_001803565.1 1757 1540 3297 1867 1653 854 2666 3520
GB_GCA_001818315.1 640 458 1098 653 452 367 738 1105
GB_GCA_001817495.1 555 452 1007 553 467 323 697 1020
GB_GCA_001793165.1 743 417 1160 756 429 413 772 1185
GB_GCA_001790035.1 553 432 985 556 451 305 702 1007
GB_GCA_001786955.1 329 340 669 315 360 185 490 675
GB_GCA_001872605.1 2929 1574 4503 3137 1564 1541 3160 4701
GB_GCA_001795855.1 428 349 777 435 355 253 537 790
GB_GCA_001805025.1 877 843 1720 948 899 413 1434 1847
GB_GCA_001768435.1 1105 1116 2221 1045 1181 426 1800 2226
GB_GCA_001751145.1 1727 1465 3192 1961 1599 849 2711 3560
GB_GCA_001786925.1 332 332 664 342 345 192 495 687
GB_GCA_001781465.1 548 449 997 557 475 333 699 1032
GB_GCA_001769855.1 2890 1592 4482 2792 1704 1578 2918 4496
GB_GCA_001794735.1 420 315 735 432 319 260 491 751
GB_GCA_001899305.1 1710 1867 3577 1353 2239 551 3041 3592
GB_GCA_001776775.1 702 471 1173 712 470 406 776 1182
GB_GCA_001800015.1 1234 1021 2255 1438 970 649 1759 2408
GB_GCA_001787055.1 304 307 611 314 317 180 451 631
GB_GCA_001784035.1 639 405 1044 635 419 339 715 1054
GB_GCA_001785215.1 477 350 827 478 362 260 580 840
GB_GCA_001825585.1 1681 1588 3269 1793 1723 729 2787 3516
GB_GCA_001770245.1 1537 2081 3618 1347 2336 508 3175 3683
GB_GCA_001898855.1 987 1319 2306 868 1458 363 1963 2326
GB_GCA_001899545.1 3346 4154 7500 2818 4704 1085 6437 7522
